240,301,576,6.324555320336759
215,295,534,40.0
259,299,615,41.19465984809196
248,283,614,41.7612260356422
260,299,616,42.190046219457976
218,307,533,42.720018726587654
267,299,622,48.16637831516918
206,255,546,48.82622246293481
246,344,580,49.36598018878993
207,300,524,50.24937810560445
247,345,580,50.35871324805669
202,298,521,53.08483775994799
216,314,524,53.48831648126533
209,308,522,53.600373133029585
250,266,624,57.8013840664737
199,297,512,62.03224967708329
198,272,516,62.39390995922599
196,268,514,65.79513659838392
194,269,509,70.00714249274856
193,266,509,71.17583859709698
220,348,512,81.5659242576212
219,350,509,85.14693182963201
211,199,574,96.0
292,285,672,98.50888284819801
192,204,536,98.6154146165801
300,316,671,99.24716620639605
303,346,660,99.98499887483122
309,353,659,102.90286682109493
190,198,537,103.81714694596457
312,351,664,106.0
281,403,582,108.29589096544707
183,197,524,110.01818031580054
191,190,540,110.3675676999362
177,204,511,110.67971810589327
174,204,508,112.4144118874444
319,350,673,113.25193155085701
173,201,509,114.28473213863697
189,184,538,116.69190203266035
283,413,583,118.3427226321923
323,350,679,118.53269591129698
324,347,681,118.9663818059539
169,230,474,119.26860441876563
176,307,455,119.60351165413162
188,180,536,121.1156472137271
266,415,550,122.37646832622684
329,360,678,122.64175471673585
181,183,524,122.65398485169571
178,185,519,122.98373876248843
175,185,518,123.43419299367578
336,363,680,125.93649193144932
338,351,689,127.91012469699183
339,349,691,128.86038956948718
154,245,454,130.0
305,418,617,130.29965464267354
342,361,687,130.86252328302402
167,283,439,135.5322839769182
180,167,528,136.01470508735443
332,297,710,136.01470508735443
296,429,599,136.31214179228496
166,284,438,136.444127759314
165,282,438,136.61991070118586
350,368,690,137.05838172107534
335,294,712,138.00362314084367
351,368,692,138.75518008348374
325,277,713,140.1606221447379
354,368,694,140.45995870709916
153,279,433,141.90489773083945
149,276,432,143.26548781894402
155,283,431,143.50261321662404
148,277,431,144.12841496387864
156,285,430,144.34680460612904
164,294,429,145.00344823486094
152,283,429,145.49570440394453
171,168,502,145.98972566588375
331,273,719,146.6594695203825
172,166,504,146.76852523616907
345,292,721,147.03060905811415
168,301,427,147.12239802287073
151,288,425,149.164338901763
205,390,457,150.71164520368026
170,314,424,151.19854496654392
343,278,726,152.9477034806342
349,289,727,153.11760186209813
341,275,726,153.3101431738944
347,283,727,153.46986674914396
356,302,729,155.15798400340216
145,287,419,155.2063143045411
328,442,626,155.92626462530293
163,307,418,156.46085772486356
287,452,563,157.3848785620779
138,281,417,157.62296786953354
353,286,732,158.25612152457168
159,307,416,158.45504094221806
160,308,416,158.5339080449353
337,443,631,158.59697348940804
144,296,412,162.00308639035245
141,293,412,162.01234520862909
150,305,412,162.30834852218786
146,302,409,165.14841809717706
340,450,631,165.14841809717706
357,278,740,166.86821147240718
132,284,407,167.36188335460378
143,304,405,169.23947530053383
268,455,518,169.51696080333673
161,321,406,170.0
137,300,403,171.0730837975396
157,321,404,171.97674261364529
135,296,402,172.00290695217916
256,453,506,172.01162751395617
136,299,401,173.04623659588788
158,327,400,176.91806012954132
344,470,618,180.44666802132977
131,297,393,181.01104938649465
147,322,394,182.01373574541017
134,307,392,182.3951753747889
249,462,493,185.60711193270586
114,239,397,185.64751546950473
128,297,388,186.01075237738274
140,322,389,186.9598887462228
275,473,514,187.84035775093702
273,474,511,189.76301009416983
254,467,492,190.5465822312224
274,475,511,190.7065809037538
369,470,651,191.19100397246729
396,382,748,194.5379140424817
392,424,722,196.32880583347927
101,206,398,197.2232237846243
102,190,407,197.2663174492797
395,424,724,197.84084512557058
100,192,405,197.91412279066898
236,456,458,198.4363877921587
239,458,460,198.90952717253137
265,478,496,198.92963580120485
235,457,457,199.83242980057065
352,494,608,201.8836298465034
374,485,647,203.54115063052976
368,492,634,205.93445559206452
280,491,509,206.49697334343668
94,205,387,207.53072061745462
278,492,506,208.40585404445815
139,102,495,208.54256160314134
355,501,607,208.62646045025065
93,206,385,208.90667772955464
377,492,647,210.09045670853305
308,504,551,210.261741645978
388,490,666,215.61307938063499
89,177,392,216.90550938138938
359,510,604,217.0829334609241
372,507,624,217.81643647805828
383,499,654,219.1255347968374
129,96,482,219.23731434224422
251,490,468,221.94819215303377
111,296,352,222.00225224082752
284,508,507,223.28905033610582
380,511,638,225.28204544525957
409,438,754,229.88910370002316
386,517,643,232.47580519271247
185,417,374,234.27334462119245
96,111,428,234.88720697390056
334,530,557,235.61409125941512
87,133,402,236.2794955132586
321,534,539,241.54916683772686
125,341,335,243.38652386687312
410,484,730,245.0652974209119
393,528,650,245.08161905781512
416,471,747,246.78938388836744
86,161,365,248.26800035445567
228,486,414,249.16059078433733
230,487,414,249.92798962901293
298,536,507,250.13996082193665
422,461,763,251.54919995897424
241,496,422,252.00198411917316
421,470,757,253.20742485164214
104,316,321,253.87004549572208
